	id	label	tweet
21934	21935	1	libtard regressive   effo   logic point wout insults   slurs especially   refuted thats wh 
21940	21941	1	ag pick jeff sessions scrubs racism   recordeven tho he once argued       felony trumpsamerica   
21956	21957	1	       think   alexjones saying draintheswamp populationcontrol      good videos   him they   him
21964	21965	1	  hope   guy       come  only trump gets   speak   mind people enough     pc already sarcasm 
21991	21992	1	  mma fans losses   matter mma fans   rr shes lost twice she   trash ufc  doublestandards
22000	22001	1	    prince charles  issued veiled warning over trump   return   dark days      princecharles 
22010	22011	1	would     best thing he   done   
22031	22032	1	aampe pulls controversial reality show about   kkk after learning producers paid hategroup members  hate 
22046	22047	1	  theresistance resist    must stand together         brothers   sisters 
22051	22052	1	 anc   quick   shit themselves over zilles comments        noting about these black racists 
22058	22059	1	racist  austin police ofc cameron staff cameronstaff camstaff officerstaff   acab cowardcops 
22064	22065	1	hes   unamerican  fact 
22067	22068	1	racism   america kill obama   muslims   welcome   signs   new mexico draw criticism  
22078	22079	1	   course liberals see  everywhere they   looking     world through racist eyes
22085	22086	1	sea shepherd suppoers   racist   antiracism seashepherd 
22093	22094	1	bot kitazatoshibasaburo found tetanusimmunization     colleague   kitazato didnot won nobelprize   colleague won    white
22094	22095	1	  obviously  tcot gets   amp inaspanof   allof two seconds after boarding  thinks he knows   
22119	22120	1	 allahsoil american taxpayers   also lost   homes     millions    inwords 
22140	22141	1	listening   sam cooke     ridiculously packed pavillions   help keep   calm breathe procrastinate shitshow 
22146	22147	1	 obama       most destructive president   history amp       legend isis iran  copkiller syria   
22166	22167	1	    nutshell  
22178	22179	1	 lesson   history choose carefully main   king  malcolm    reconciliation  vengeance blacklivesmatter  lg
22195	22196	1	    hispanic amp  like      stomping     listen  retweet boricua miami 
22196	22197	1	 clickbait much thats   really shitty headline    should change    
22216	22217	1	  every trump suppoer     racist   every racist     trump suppoer     irrefutable truism  must never   tolerated
22217	22218	1	 allahsoil     familiar   become     difficult       stereotype     
22228	22229	1	       indeed typical  scumbag riding   trumphate machine sic
22236	22237	1	 relied   bankruptcy  protection   keep   ego       billionaire  used  xenopbobia 
22249	22250	1	apparently taragon       christmassy herb  
22254	22255	1	wow       blogging   about  
22264	22265	1	   latest   blicqer daily  thanks       marketing
22272	22273	1	  running out    hater bitches   whiteknight      
22279	22280	1	bjork     powerful essay about    were applauding women  
22285	22286	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
22320	22321	1	  end       selfie  love messi cr religion christianity meccalive 
22330	22331	1	    believe no one   cottoned     him saying   song   white christmas 
22335	22336	1	joy     world instead   terrorism hate    wars  waronchristmas spreadlovethischristmas love
22342	22343	1	nothing would     dangerous     give putinschoice   impression   accept  stopracism boycott 
22346	22347	1	fake activist amp 
22347	22348	1	         university stands    hate ignorance stupidity lies mdcollege 
22351	22352	1	preorder   copy   hot new dystopian swiftly sharpens   fang          
22359	22360	1	    done threatening   coworker   give   money   he says black male   illegal smh  really
22363	22364	1	racial discrimination interacts   genetics impacts health among african americans   sdoh 
22366	22367	1	 boob marathi nude women 
22382	22383	1	    motherfucker needs       prison charles paladinos racist comments spark calls   resignation  
22397	22398	1	    facemask   run     risk   looking unintentionally     moredun edinburgh 
22408	22409	1	         expecttrumps father     thats   he   denounce   kkk   racismfacinghis
22417	22418	1	sikh temple vandalised     calgary wso condemns  act  
22420	22421	1	no comment    australia   opkillingbay seashepherd helpcovedolphins thecove  redcove
22430	22431	1	plz sign  japan  bullying tweettaiji 
22451	22452	1	 well theres   surprise wonder   much   bit   research cost 
22474	22475	1	racial profiling      cologne   disgusting  
22480	22481	1	   let      misogynist loosahs get         doing   incredible job     journalist
22481	22482	1	  men propose  ampfunny humour lol
22511	22512	1	hmmmsounds familiar       hasnt held   news co 
22529	22530	1	       bitter       minoritypresident   lost   people    million  maga impeachtrump
22542	22543	1	  were   before     bridge appeared   denial   indigenous   people   racism ergo      
22549	22550	1	happy white kwanzaa   holiday only african whitesupremacists celebrate happykwanzaa happyholidays  merrychristmas
22551	22552	1	    awful   slap     face   americans     neighbor black   bought    house       
22557	22558	1	sikh temple vandalised     calgary wso condemns  act  
22567	22568	1	cpcldr  before elxn  enabled  mps   make  statements great altright work cpc cdnpoli 
22572	22573	1	trumps pick   attorney general   shadowed   race   history  wellduh sessions   
22577	22578	1	   thought   kind   comments were   allowed   twitter someone   breaking   rules usa maga  
22578	22579	1	     eah   pastor mmusimaimane   he perhaps   prayer amp meditation       respond   spin     
22632	22633	1	cologne  keep going stupids keep commenting  already   donations   refugeeswelcome  sucks 
22635	22636	1	 needs   exit   political   journalism world exit stage left 
22657	22658	1	calls   carlpaladino   step     he     he knows   he   spew    no consequences  
22687	22688	1	 smiling     positive effect   racist      impressions  
22719	22720	1	      id checked     police zero times    months   course   discrepancy   nothing         wh 
22761	22762	1	  perspective only   refresher      whitesupremacy  resist
22776	22777	1	   might     libtard   libtard  sjw liberal politics 
22779	22780	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
22780	22781	1	   america kill obama   muslims   welcome   signs   new mexico draw criticism islamaphobia 
22811	22812	1	josephjett fatherhood nor shall   engage   aberrant social behavior   call    resultant disdain     merely common
22826	22827	1	      were     arebut     dare demonize innocent infants born   white skin 
22851	22852	1	sikh temple vandalised     calgary wso condemns  act  
22918	22919	1	        think told those dictionaries     
22925	22926	1	done good idea repoed     abusive content      troll  
22934	22935	1	 preorder live cp swiftly sharpens   fang  dystopian tale    
22937	22938	1	 universityofwisconsinmadison offering problemofwhiteness course   theyre gonna   blatantly      snowflakes orgasmic
22953	22954	1	la la land    heres   idea poc make   own films   only     em quit bitching   whitey  being white 
22954	22955	1	 allahsoil most victims   islamic extremist attacks continue     muslim    emiratis 
22958	22959	1	    waste   time      sob       plaster color     profile blm  bacon lettuce maters matter    slices   bread
22972	22973	1	   almost over    bunch darkest moviefone postholiday  nowthattheholidaysaredone news 
22989	22990	1	 video men   womenmalayalam ameture porn video
23050	23051	1	   motherfucker needs       prison charles paladinos racist comments spark calls   resignation  
23055	23056	1	  radicalism   woodrow wilsons racism  blacklivesmatter tcot  blacktwitter tlot
23058	23059	1	people     promote   own genes amp memes     natural   should     seen      xenophobic     natural
23081	23082	1	  tremendous oppounity   move   country back  years into ove  misogyny   tax breaks   corps
23098	23099	1	     own team     new mc  amp show   phillysuppophilly amp combat   
23107	23108	1	amp   designed   gender neutral jumpsuit   call out subtle remains    involved   buttoning   shi  
23119	23120	1	           shuckinandjivin      democraticpay   only     vote
23129	23130	1	 putinplant   comments   reflections   ignorance     traitorump endofthe world
23135	23136	1	     obamalegacy only showing negative stuff     confused  obama potus donuldtrump
23136	23137	1	    absolutely piss   off  replacyclay maga   
23144	23145	1	    invited      help actions   peace povey   sept   
23198	23199	1	word factory race denial prevents healing southafrica leadership transformation inequality  gt 
23204	23205	1	 patriarchal misogynist  cult christianity 
23208	23209	1	   genuinely disappointed     performer   great      judged      having hair under he 
23251	23252	1	bot one     roots      whiteaustralianpolicy aus   garbage     prisoners   uk manifestdestiny
23279	23280	1	    sooooo    may     funny 
23299	23300	1	   liberal democrats institutionalized white supremacy   uniteblue tcot maga naacp racis
23304	23305	1	   comment    donation   refugeeswelcome    fascists suck kissmyarse
23305	23306	1	smooth new years eve marijuana unleashed   ibooks   
23322	23323	1	last  retro christmasadve       year   whilst     love   good bit   tupperwear         
23330	23331	1	sunbury pennsylvania   fliers posted outside mosque  muslim usa
23344	23345	1	        serious bs jemele women   thrive outside   home              
